"","date","datatype","GHCND:JA000047412","GHCND:USC00118740","GHCND:KSM00047101"
"148","2015-05-28T00:00:00",NA,NA,0,NA
"149","2015-05-29T00:00:00",NA,NA,0,NA
"150","2015-05-30T00:00:00",NA,NA,0,NA
"151","2015-05-31T00:00:00",NA,NA,0,NA
"152","2015-06-01T00:00:00",NA,NA,0,NA
"153","2015-06-02T00:00:00",NA,NA,0,NA
"154","2015-06-03T00:00:00",NA,NA,0,NA
"155","2015-06-04T00:00:00",NA,NA,0,NA
"156","2015-06-05T00:00:00",NA,NA,0,NA
"157","2015-06-06T00:00:00",NA,NA,0,NA
"158","2015-06-07T00:00:00",NA,NA,0,NA
"159","2015-06-08T00:00:00",NA,NA,0,NA
"160","2015-06-09T00:00:00",NA,NA,0,NA
"161","2015-06-10T00:00:00",NA,NA,0,NA
"162","2015-06-11T00:00:00",NA,NA,0,NA
"163","2015-06-12T00:00:00",NA,NA,0,NA
"164","2015-06-13T00:00:00",NA,NA,0,NA
"165","2015-06-14T00:00:00",NA,NA,0,NA
"166","2015-06-15T00:00:00",NA,NA,0,NA
"167","2015-06-16T00:00:00",NA,NA,0,NA
"168","2015-06-17T00:00:00",NA,NA,0,NA
"169","2015-06-18T00:00:00",NA,NA,0,NA
"170","2015-06-19T00:00:00",NA,NA,0,NA
"171","2015-06-20T00:00:00",NA,NA,0,NA
"172","2015-06-21T00:00:00",NA,NA,0,NA
"173","2015-06-22T00:00:00",NA,NA,0,NA
"174","2015-06-23T00:00:00",NA,NA,0,NA
"175","2015-06-24T00:00:00",NA,NA,0,NA
"176","2015-06-25T00:00:00",NA,NA,0,NA
"177","2015-06-26T00:00:00",NA,NA,0,NA
"178","2015-06-27T00:00:00",NA,NA,0,NA
"179","2015-06-28T00:00:00",NA,NA,0,NA
"180","2015-06-29T00:00:00",NA,NA,0,NA
"181","2015-06-30T00:00:00",NA,NA,0,NA
"182","2015-07-01T00:00:00",NA,NA,0,NA
"183","2015-07-02T00:00:00",NA,NA,0,NA
"184","2015-07-03T00:00:00",NA,NA,0,NA
"185","2015-07-04T00:00:00",NA,NA,0,NA
"186","2015-07-05T00:00:00",NA,NA,0,NA
"187","2015-07-06T00:00:00",NA,NA,0,NA
"188","2015-07-07T00:00:00",NA,NA,0,NA
"189","2015-07-08T00:00:00",NA,NA,0,NA
"190","2015-07-09T00:00:00",NA,NA,0,NA
"191","2015-07-10T00:00:00",NA,NA,0,NA
"192","2015-07-11T00:00:00",NA,NA,0,NA
"193","2015-07-12T00:00:00",NA,NA,0,NA
"194","2015-07-13T00:00:00",NA,NA,0,NA
"195","2015-07-14T00:00:00",NA,NA,0,NA
"196","2015-07-15T00:00:00",NA,NA,0,NA
"197","2015-07-16T00:00:00",NA,NA,0,NA
"198","2015-07-17T00:00:00",NA,NA,0,NA
"199","2015-07-18T00:00:00",NA,NA,0,NA
"200","2015-07-19T00:00:00",NA,NA,0,NA
"201","2015-07-20T00:00:00",NA,NA,0,NA
"202","2015-07-21T00:00:00",NA,NA,0,NA
"203","2015-07-22T00:00:00",NA,NA,0,NA
"204","2015-07-23T00:00:00",NA,NA,0,NA
"205","2015-07-24T00:00:00",NA,NA,0,NA
"206","2015-07-25T00:00:00",NA,NA,0,NA
"207","2015-07-26T00:00:00",NA,NA,0,NA
"208","2015-07-27T00:00:00",NA,NA,0,NA
"209","2015-07-28T00:00:00",NA,NA,0,NA
"210","2015-07-29T00:00:00",NA,NA,0,NA
"211","2015-07-30T00:00:00",NA,NA,0,NA
"212","2015-07-31T00:00:00",NA,NA,0,NA
"213","2015-08-01T00:00:00",NA,NA,0,NA
"214","2015-08-02T00:00:00",NA,NA,0,NA
"215","2015-08-03T00:00:00",NA,NA,0,NA
"216","2015-08-04T00:00:00",NA,NA,0,NA
